GeneID	source	PFAMpref	Desc	GDBpfam_start	GDBpfam_end	pVal
GL50803_12081	InterproscanData_RSRC	PF13181	TPR_8	290	319	8.1e-5
GL50803_12081	InterproscanData_RSRC	PF13414	TPR_11	616	678	1.6e-11
GL50803_12081	InterproscanData_RSRC	PF13844	Glyco_transf_41	890	1094	1.7e-20
GL50803_12081	InterproscanData_RSRC	PF13844	Glyco_transf_41	1252	1436	2.4e-34
GL50803_12082	InterproscanData_RSRC	PF03099	BPL_LplA_LipB	47	135	5e-10
GL50803_17497	InterproscanData_RSRC	PF00271	Helicase_C	593	667	7.4e-24
GL50803_17497	InterproscanData_RSRC	PF00270	DEAD	275	468	3e-30
GL50803_12089	InterproscanData_RSRC	PF00069	Pkinase	537	616	4.8e-8
GL50803_12089	InterproscanData_RSRC	PF00069	Pkinase	682	888	3.5e-27
GL50803_15574	InterproscanData_RSRC	PF00326	Peptidase_S9	520	728	3.1e-48
GL50803_15574	InterproscanData_RSRC	PF07676	PD40	246	265	0.033
GL50803_12091	InterproscanData_RSRC	PF01187	MIF	16	114	3.4e-18
GL50803_21971	InterproscanData_RSRC	PF00515	TPR_1	217	246	0.0024
GL50803_21971	InterproscanData_RSRC	PF07719	TPR_2	168	197	1.7e-4
GL50803_12095	InterproscanData_RSRC	PF00069	Pkinase	23	265	9e-17
GL50803_12095	InterproscanData_RSRC	PF12796	Ank_2	398	464	3e-6
GL50803_15576	InterproscanData_RSRC	PF12796	Ank_2	187	267	1.2e-9
GL50803_15576	InterproscanData_RSRC	PF12796	Ank_2	311	398	1.9e-7
GL50803_15576	InterproscanData_RSRC	PF12796	Ank_2	562	621	2.5e-7
GL50803_15576	InterproscanData_RSRC	PF12796	Ank_2	631	706	1.4e-10
GL50803_12102	InterproscanData_RSRC	PF00647	EF1G	235	340	4.4e-30
GL50803_12102	InterproscanData_RSRC	PF00043	GST_C	106	180	6.5e-6
GL50803_12108	InterproscanData_RSRC	PF00291	PALP	520	807	1.9e-54
GL50803_12109	InterproscanData_RSRC	PF01553	Acyltransferase	99	271	1.1e-11
GL50803_97072	InterproscanData_RSRC	PF00023	Ank	33	55	0.0031
GL50803_97072	InterproscanData_RSRC	PF00023	Ank	313	339	6.2e-4
GL50803_97072	InterproscanData_RSRC	PF12796	Ank_2	161	237	2.1e-6
GL50803_97072	InterproscanData_RSRC	PF12796	Ank_2	413	496	4.5e-12
GL50803_8468	InterproscanData_RSRC	PF00106	adh_short	10	174	3.5e-19
GL50803_101138	InterproscanData_RSRC	PF03028	Dynein_heavy	4369	4572	3.6e-46
GL50803_101138	InterproscanData_RSRC	PF03028	Dynein_heavy	4610	5160	3.4e-95
GL50803_101138	InterproscanData_RSRC	PF08393	DHC_N2	1305	1412	2.6e-11
GL50803_101138	InterproscanData_RSRC	PF08393	DHC_N2	1451	1771	6.4e-87
GL50803_101138	InterproscanData_RSRC	PF12780	AAA_8	3210	3419	2.2e-60
GL50803_101138	InterproscanData_RSRC	PF12777	MT	3534	3863	4.5e-59
GL50803_101138	InterproscanData_RSRC	PF12774	AAA_6	1940	2167	4.6e-97
GL50803_101138	InterproscanData_RSRC	PF12775	AAA_7	2828	3111	1.6e-45
GL50803_101138	InterproscanData_RSRC	PF12781	AAA_9	3891	4119	8.8e-52
GL50803_16830	InterproscanData_RSRC	PF00225	Kinesin	40	118	2.6e-6
GL50803_9779	InterproscanData_RSRC	PF01048	PNP_UDP_1	27	276	1.8e-34
GL50803_9778	InterproscanData_RSRC	PF00071	Ras	8	169	2.2e-31
GL50803_15042	InterproscanData_RSRC	PF00400	WD40	159	194	4.8e-9
GL50803_15041	InterproscanData_RSRC	PF01168	Ala_racemase_N	8	216	8e-46
GL50803_16827	InterproscanData_RSRC	PF04000	Sas10_Utp3	20	101	1.8e-6
GL50803_16826	InterproscanData_RSRC	PF00069	Pkinase	23	274	7.7e-14
GL50803_16826	InterproscanData_RSRC	PF12796	Ank_2	385	467	3.5e-15
GL50803_16824	InterproscanData_RSRC	PF00069	Pkinase	17	288	1.7e-39
GL50803_16824	InterproscanData_RSRC	PF00023	Ank	512	530	0.0014
GL50803_16824	InterproscanData_RSRC	PF00023	Ank	745	775	0.0044
GL50803_16824	InterproscanData_RSRC	PF12796	Ank_2	389	477	3.1e-15
GL50803_16824	InterproscanData_RSRC	PF12796	Ank_2	583	666	2.9e-15
GL50803_16824	InterproscanData_RSRC	PF12796	Ank_2	681	734	3.4e-9
GL50803_15035	InterproscanData_RSRC	PF00069	Pkinase	101	296	3.9e-9
GL50803_15035	InterproscanData_RSRC	PF00023	Ank	376	395	0.014
GL50803_15035	InterproscanData_RSRC	PF12796	Ank_2	416	495	1.3e-13
GL50803_16823	InterproscanData_RSRC	PF01398	JAB	36	144	9.1e-29
GL50803_40592	InterproscanData_RSRC	PF03302	VSP	6	89	2.3e-15
GL50803_40592	InterproscanData_RSRC	PF03302	VSP	85	226	6.1e-48
GL50803_22124	InterproscanData_RSRC	PF11270	DUF3070	68	98	7.9e-15
GL50803_41349	InterproscanData_RSRC	PF03302	VSP	3	130	8.6e-19
GL50803_102858	InterproscanData_RSRC	PF10382	DUF2439	8	73	8.3e-6
GL50803_102858	InterproscanData_RSRC	PF13086	AAA_11	645	708	1.7e-9
GL50803_102858	InterproscanData_RSRC	PF13087	AAA_12	715	967	5.6e-26
GL50803_102858	InterproscanData_RSRC	PF13245	AAA_19	543	605	3.8e-6
GL50803_137619	InterproscanData_RSRC	PF01096	TFIIS_C	66	103	9.3e-17
GL50803_3331	InterproscanData_RSRC	PF00056	Ldh_1_N	7	154	1.9e-29
GL50803_3331	InterproscanData_RSRC	PF02866	Ldh_1_C	158	330	6.4e-23
GL50803_4248	InterproscanData_RSRC	PF01866	Diphthamide_syn	37	339	3.5e-53
GL50803_4246	InterproscanData_RSRC	PF09445	Methyltransf_15	81	269	4.3e-52
GL50803_22455	InterproscanData_RSRC	PF03556	Cullin_binding	133	241	2.9e-9
GL50803_22454	InterproscanData_RSRC	PF01412	ArfGap	19	99	3.3e-32
GL50803_22451	InterproscanData_RSRC	PF00069	Pkinase	43	186	1.1e-12
GL50803_2098	InterproscanData_RSRC	PF00271	Helicase_C	287	360	2.9e-20
GL50803_2098	InterproscanData_RSRC	PF00270	DEAD	45	214	3e-39
GL50803_16894	InterproscanData_RSRC	PF12850	Metallophos_2	1	85	1.2e-6
GL50803_16893	InterproscanData_RSRC	PF07646	Kelch_2	120	165	1.6e-6
GL50803_16893	InterproscanData_RSRC	PF13418	Kelch_4	225	262	1.2e-5
GL50803_16893	InterproscanData_RSRC	PF13854	Kelch_5	168	204	1.9e-9
GL50803_119989	InterproscanData_RSRC	PF00069	Pkinase	16	211	8.8e-30
GL50803_101010	InterproscanData_RSRC	PF03302	VSP	84	152	1.1e-11
GL50803_101010	InterproscanData_RSRC	PF03302	VSP	148	289	2.3e-31
GL50803_101010	InterproscanData_RSRC	PF03302	VSP	284	419	2.2e-53
GL50803_91451	InterproscanData_RSRC	PF00069	Pkinase	11	280	6.3e-55
GL50803_91451	InterproscanData_RSRC	PF00023	Ank	558	579	6.2e-4
GL50803_91451	InterproscanData_RSRC	PF00023	Ank	599	618	0.013
GL50803_91451	InterproscanData_RSRC	PF12796	Ank_2	635	715	7.5e-13
GL50803_7966	InterproscanData_RSRC	PF00560	LRR_1	372	386	0.54
GL50803_7966	InterproscanData_RSRC	PF13516	LRR_6	121	141	1.1
GL50803_7962	InterproscanData_RSRC	PF10584	Proteasome_A_N	3	25	2.8e-10
GL50803_7962	InterproscanData_RSRC	PF00227	Proteasome	29	214	2.8e-39
GL50803_16891	InterproscanData_RSRC	PF12799	LRR_4	65	111	1.7e-7
GL50803_16889	InterproscanData_RSRC	PF00069	Pkinase	34	284	2.9e-17
GL50803_16889	InterproscanData_RSRC	PF00023	Ank	503	528	0.012
GL50803_16889	InterproscanData_RSRC	PF12796	Ank_2	440	499	4.6e-10
GL50803_16887	InterproscanData_RSRC	PF00271	Helicase_C	305	373	1.6e-22
GL50803_16887	InterproscanData_RSRC	PF00270	DEAD	53	222	1.5e-42
GL50803_16887	InterproscanData_RSRC	PF13959	DUF4217	415	477	9.9e-19
GL50803_6072	InterproscanData_RSRC	PF13418	Kelch_4	331	380	2.9e-11
GL50803_114336	InterproscanData_RSRC	PF01171	ATP_bind_3	98	213	8.1e-7
GL50803_27717	InterproscanData_RSRC	PF03302	VSP	16	104	3.4e-9
GL50803_27717	InterproscanData_RSRC	PF03302	VSP	499	615	7e-9
GL50803_27717	InterproscanData_RSRC	PF03302	VSP	734	809	4.3e-8
GL50803_15930	InterproscanData_RSRC	PF00271	Helicase_C	311	397	4.6e-14
GL50803_15930	InterproscanData_RSRC	PF04408	HA2	460	568	3.4e-12
GL50803_15930	InterproscanData_RSRC	PF00270	DEAD	18	171	2.1e-6
GL50803_15930	InterproscanData_RSRC	PF07717	OB_NTP_bind	636	711	2.2e-12
GL50803_18470	InterproscanData_RSRC	PF01496	V_ATPase_I	29	392	1.4e-15
GL50803_18470	InterproscanData_RSRC	PF01496	V_ATPase_I	425	919	0
GL50803_21366	InterproscanData_RSRC	PF00069	Pkinase	11	291	9.4e-61
GL50803_21366	InterproscanData_RSRC	PF12796	Ank_2	557	627	3.3e-7
GL50803_9824	InterproscanData_RSRC	PF00227	Proteasome	24	203	7.4e-34
GL50803_9825	InterproscanData_RSRC	PF06068	TIP49	15	415	0
GL50803_9827	InterproscanData_RSRC	PF07992	Pyr_redox_2	10	286	1.6e-30
GL50803_9829	InterproscanData_RSRC	PF01066	CDP-OH_P_transf	14	105	5.9e-18
GL50803_9834	InterproscanData_RSRC	PF03372	Exo_endo_phos	44	312	3.2e-19
GL50803_16605	InterproscanData_RSRC	PF00005	ABC_tran	560	695	1.4e-16
GL50803_5806	InterproscanData_RSRC	PF12796	Ank_2	38	120	2e-8
GL50803_5806	InterproscanData_RSRC	PF12796	Ank_2	128	208	1.7e-7
GL50803_5800	InterproscanData_RSRC	PF01852	START	122	249	2.4e-10
GL50803_16607	InterproscanData_RSRC	PF02940	mRNA_triPase	110	284	3.5e-8
GL50803_5795	InterproscanData_RSRC	PF08263	LRRNT_2	20	65	2.1e-5
GL50803_16269	InterproscanData_RSRC	PF01507	PAPS_reduct	197	308	6.3e-18
GL50803_16272	InterproscanData_RSRC	PF00069	Pkinase	14	285	3.4e-31
GL50803_16272	InterproscanData_RSRC	PF00023	Ank	1059	1081	0.0031
GL50803_16272	InterproscanData_RSRC	PF12796	Ank_2	700	780	2.2e-8
GL50803_16272	InterproscanData_RSRC	PF12796	Ank_2	935	1015	2.3e-11
GL50803_16272	InterproscanData_RSRC	PF12796	Ank_2	1098	1179	2.4e-11
GL50803_6248	InterproscanData_RSRC	PF05182	Fip1	37	81	2.7e-15
GL50803_114307	InterproscanData_RSRC	PF00069	Pkinase	44	300	5.5e-48
GL50803_114307	InterproscanData_RSRC	PF00023	Ank	607	627	0.0018
GL50803_114307	InterproscanData_RSRC	PF00023	Ank	701	722	0.015
GL50803_114307	InterproscanData_RSRC	PF12796	Ank_2	736	820	1.2e-14
GL50803_114307	InterproscanData_RSRC	PF13637	Ank_4	827	875	6.4e-6
GL50803_13000	InterproscanData_RSRC	PF01992	vATP-synt_AC39	17	346	1.8e-32
GL50803_2400	InterproscanData_RSRC	PF01868	UPF0086	107	188	2.3e-13
GL50803_101011	InterproscanData_RSRC	PF13639	zf-RING_2	311	356	7.2e-7
GL50803_23017	InterproscanData_RSRC	PF00498	FHA	46	110	3.9e-14
GL50803_23015	InterproscanData_RSRC	PF00155	Aminotran_1_2	158	259	3.9e-5
GL50803_8803	InterproscanData_RSRC	PF12796	Ank_2	596	657	3e-11
GL50803_8803	InterproscanData_RSRC	PF12796	Ank_2	698	782	1.5e-13
GL50803_8803	InterproscanData_RSRC	PF12796	Ank_2	795	872	2.6e-10
GL50803_16217	InterproscanData_RSRC	PF01704	UDPGP	96	269	7e-19
GL50803_8794	InterproscanData_RSRC	PF04410	Gar1	10	151	2.4e-34
GL50803_8789	InterproscanData_RSRC	PF01344	Kelch_1	243	284	2.4e-6
GL50803_8789	InterproscanData_RSRC	PF13418	Kelch_4	145	192	2.8e-4
GL50803_40692	InterproscanData_RSRC	PF05773	RWD	2	96	1.4e-5
GL50803_101594	InterproscanData_RSRC	PF03914	CBF	457	693	2.2e-19
GL50803_15953	InterproscanData_RSRC	PF00069	Pkinase	21	281	2.4e-20
GL50803_15953	InterproscanData_RSRC	PF00023	Ank	846	866	0.0029
GL50803_15953	InterproscanData_RSRC	PF00023	Ank	878	899	0.0037
GL50803_15953	InterproscanData_RSRC	PF12796	Ank_2	758	843	4.8e-14
GL50803_15953	InterproscanData_RSRC	PF12796	Ank_2	913	995	3.1e-14
GL50803_15953	InterproscanData_RSRC	PF12796	Ank_2	1002	1054	1.7e-10
GL50803_5567	InterproscanData_RSRC	PF13516	LRR_6	71	89	0.11
GL50803_5567	InterproscanData_RSRC	PF13516	LRR_6	189	209	1.1
GL50803_5567	InterproscanData_RSRC	PF13516	LRR_6	450	473	1.1
GL50803_5567	InterproscanData_RSRC	PF13516	LRR_6	480	501	0.19
GL50803_5568	InterproscanData_RSRC	PF05907	DUF866	1	150	3.2e-22
GL50803_11499	InterproscanData_RSRC	PF12796	Ank_2	25	118	1.4e-13
GL50803_11499	InterproscanData_RSRC	PF12796	Ank_2	129	217	1e-16
GL50803_11495	InterproscanData_RSRC	PF00996	GDI	4	460	0
GL50803_11493	InterproscanData_RSRC	PF12796	Ank_2	1062	1141	2.4e-6
GL50803_11493	InterproscanData_RSRC	PF12796	Ank_2	1190	1280	1.5e-15
GL50803_11486	InterproscanData_RSRC	PF10584	Proteasome_A_N	28	50	8.5e-10
GL50803_11486	InterproscanData_RSRC	PF00227	Proteasome	56	212	1.1e-29
GL50803_16707	InterproscanData_RSRC	PF10234	Cluap1	15	279	5.2e-84
GL50803_90872	InterproscanData_RSRC	PF00162	PGK	8	396	0
GL50803_14403	InterproscanData_RSRC	PF01553	Acyltransferase	208	323	3.6e-10
GL50803_14404	InterproscanData_RSRC	PF00481	PP2C	13	235	8.3e-51
GL50803_7259	InterproscanData_RSRC	PF01066	CDP-OH_P_transf	32	130	7.3e-14
GL50803_7260	InterproscanData_RSRC	PF00248	Aldo_ket_red	6	292	3.7e-59
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	28	49	1.1e-5
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	51	73	5.2e-7
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	74	92	0.0094
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	97	118	6e-7
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	120	139	3.2e-4
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	150	172	4.8e-7
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	210	231	1.2e-6
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	233	255	0.0071
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	256	278	2.6e-5
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	279	296	1.6e-4
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	305	321	6.5e-5
GL50803_7261	InterproscanData_RSRC	PF02493	MORN	328	343	0.0013
GL50803_93278	InterproscanData_RSRC	PF03810	IBN_N	37	98	6.7e-6
GL50803_93278	InterproscanData_RSRC	PF08389	Xpo1	111	248	5.5e-6
GL50803_24451	InterproscanData_RSRC	PF00167	FGF	15	116	9.4e-6
GL50803_480	InterproscanData_RSRC	PF01042	Ribonuc_L-PSP	11	119	1.1e-41
GL50803_11383	InterproscanData_RSRC	PF02319	E2F_TDP	43	77	4.4e-5
GL50803_11384	InterproscanData_RSRC	PF00271	Helicase_C	425	497	1.3e-10
GL50803_11384	InterproscanData_RSRC	PF00270	DEAD	133	292	7.1e-15
GL50803_11389	InterproscanData_RSRC	PF00023	Ank	134	166	9.5e-5
GL50803_11389	InterproscanData_RSRC	PF00023	Ank	362	382	0.0022
GL50803_11389	InterproscanData_RSRC	PF12796	Ank_2	56	125	6.8e-11
GL50803_11389	InterproscanData_RSRC	PF12796	Ank_2	174	256	9.9e-13
GL50803_11389	InterproscanData_RSRC	PF12796	Ank_2	289	350	2.7e-9
GL50803_11389	InterproscanData_RSRC	PF12796	Ank_2	397	478	1.4e-13
GL50803_11389	InterproscanData_RSRC	PF12796	Ank_2	616	696	1.6e-13
GL50803_11389	InterproscanData_RSRC	PF13920	zf-C3HC4_3	841	883	4.3e-10
GL50803_11390	InterproscanData_RSRC	PF00069	Pkinase	20	281	2.6e-28
GL50803_11390	InterproscanData_RSRC	PF00023	Ank	676	696	0.0064
GL50803_11390	InterproscanData_RSRC	PF00023	Ank	714	735	4.1e-5
GL50803_11390	InterproscanData_RSRC	PF12796	Ank_2	589	665	8.2e-14
GL50803_15409	InterproscanData_RSRC	PF12796	Ank_2	326	410	1e-12
GL50803_15409	InterproscanData_RSRC	PF00069	Pkinase	74	290	5.3e-18
GL50803_15410	InterproscanData_RSRC	PF12796	Ank_2	96	184	1.5e-17
GL50803_15410	InterproscanData_RSRC	PF12796	Ank_2	185	246	2e-7
GL50803_15411	InterproscanData_RSRC	PF00069	Pkinase	10	278	1.8e-23
GL50803_15411	InterproscanData_RSRC	PF00023	Ank	645	664	0.012
GL50803_15411	InterproscanData_RSRC	PF12796	Ank_2	548	632	4e-13
GL50803_15412	InterproscanData_RSRC	PF12796	Ank_2	15	93	9.7e-11
GL50803_15412	InterproscanData_RSRC	PF12796	Ank_2	105	176	9e-11
GL50803_15412	InterproscanData_RSRC	PF12796	Ank_2	206	286	2.9e-12
GL50803_15412	InterproscanData_RSRC	PF13637	Ank_4	319	367	6e-5
GL50803_15412	InterproscanData_RSRC	PF13920	zf-C3HC4_3	528	569	4.4e-11
GL50803_15413	InterproscanData_RSRC	PF03248	Rer1	40	178	4.2e-27
GL50803_11397	InterproscanData_RSRC	PF00118	Cpn60_TCP1	32	519	1.3e-129
GL50803_16425	InterproscanData_RSRC	PF00225	Kinesin	24	401	2.7e-104
GL50803_14679	InterproscanData_RSRC	PF00023	Ank	207	232	1.9e-7
GL50803_14679	InterproscanData_RSRC	PF00023	Ank	423	453	5.1e-5
GL50803_14679	InterproscanData_RSRC	PF12796	Ank_2	68	137	7e-13
GL50803_14679	InterproscanData_RSRC	PF12796	Ank_2	143	199	2e-14
GL50803_14679	InterproscanData_RSRC	PF12796	Ank_2	334	414	2.2e-23
GL50803_14679	InterproscanData_RSRC	PF13637	Ank_4	269	319	1.4e-10
GL50803_14681	InterproscanData_RSRC	PF00069	Pkinase	14	209	2.4e-5
GL50803_14681	InterproscanData_RSRC	PF12796	Ank_2	311	369	1.8e-7
GL50803_14681	InterproscanData_RSRC	PF12796	Ank_2	414	471	1.6e-10
GL50803_16429	InterproscanData_RSRC	PF11176	DUF2962	3	147	3.8e-15
GL50803_8325	InterproscanData_RSRC	PF13920	zf-C3HC4_3	167	210	7.7e-14
GL50803_8329	InterproscanData_RSRC	PF05871	ESCRT-II	12	148	1.8e-18
GL50803_16431	InterproscanData_RSRC	PF01280	Ribosomal_L19e	3	147	2.7e-56
GL50803_9130	InterproscanData_RSRC	PF00856	SET	165	266	3.8e-24
GL50803_9133	InterproscanData_RSRC	PF00005	ABC_tran	578	718	3.3e-11
GL50803_112135	InterproscanData_RSRC	PF03302	VSP	305	489	9.6e-11
GL50803_112135	InterproscanData_RSRC	PF03302	VSP	589	755	3.5e-9
GL50803_112135	InterproscanData_RSRC	PF03302	VSP	739	1141	6.1e-74
GL50803_117391	InterproscanData_RSRC	PF05301	Mec-17	96	191	1.6e-26
GL50803_117392	InterproscanData_RSRC	PF05301	Mec-17	96	191	1.6e-26
GL50803_112673	InterproscanData_RSRC	PF03302	VSP	271	491	1.8e-15
GL50803_112673	InterproscanData_RSRC	PF03302	VSP	584	755	1e-9
GL50803_112673	InterproscanData_RSRC	PF03302	VSP	739	1149	2.9e-68
GL50803_33932	InterproscanData_RSRC	PF02141	DENN	246	366	1.1e-14
GL50803_33932	InterproscanData_RSRC	PF03456	uDENN	42	104	1.7e-7
GL50803_27027	InterproscanData_RSRC	PF00400	WD40	91	128	9.6e-10
GL50803_4255	InterproscanData_RSRC	PF01256	Carb_kinase	17	306	1.7e-34
GL50803_4257	InterproscanData_RSRC	PF03914	CBF	484	640	8.2000000000000006e-23
GL50803_94322	InterproscanData_RSRC	PF00004	AAA	784	857	3.1e-10
GL50803_5926	InterproscanData_RSRC	PF00023	Ank	601	624	4e-4
GL50803_5926	InterproscanData_RSRC	PF12796	Ank_2	637	722	4.4e-16
GL50803_5926	InterproscanData_RSRC	PF13637	Ank_4	482	531	9.9e-7
GL50803_16069	InterproscanData_RSRC	PF00408	PGM_PMM_IV	441	503	1.5e-6
GL50803_16069	InterproscanData_RSRC	PF02878	PGM_PMM_I	26	141	1.4e-23
GL50803_16069	InterproscanData_RSRC	PF02879	PGM_PMM_II	192	294	1.1e-13
GL50803_16069	InterproscanData_RSRC	PF02880	PGM_PMM_III	300	423	1.2e-15
GL50803_24488	InterproscanData_RSRC	PF00787	PX	71	176	1.1e-12
GL50803_15955	InterproscanData_RSRC	PF01192	RNA_pol_Rpb6	24	83	2.4e-18
GL50803_15956	InterproscanData_RSRC	PF00400	WD40	46	84	0.0015
GL50803_15956	InterproscanData_RSRC	PF00400	WD40	343	378	9.5e-4
GL50803_24485	InterproscanData_RSRC	PF02213	GYF	310	353	6.7e-12
GL50803_9481	InterproscanData_RSRC	PF02493	MORN	11	33	0.0011
GL50803_9481	InterproscanData_RSRC	PF02493	MORN	34	56	0.046
GL50803_14961	InterproscanData_RSRC	PF03224	V-ATPase_H_N	281	381	6.7e-8
GL50803_14961	InterproscanData_RSRC	PF11698	V-ATPase_H_C	407	528	2.6e-31
GL50803_9478	InterproscanData_RSRC	PF00675	Peptidase_M16	13	149	8.7e-10
GL50803_14960	InterproscanData_RSRC	PF07890	Rrp15p	44	147	3.4e-7
GL50803_115464	InterproscanData_RSRC	PF06831	H2TH	218	271	1.7e-6
GL50803_115694	InterproscanData_RSRC	PF10263	SprT-like	84	201	1.4e-26
GL50803_112647	InterproscanData_RSRC	PF03302	VSP	90	162	2.8e-11
GL50803_112647	InterproscanData_RSRC	PF03302	VSP	157	302	3.7e-32
GL50803_112647	InterproscanData_RSRC	PF03302	VSP	292	428	6.2e-53
GL50803_114888	InterproscanData_RSRC	PF03302	VSP	3	119	1.9e-17
GL50803_16988	InterproscanData_RSRC	PF00069	Pkinase	31	246	7e-31
GL50803_114885	InterproscanData_RSRC	PF05804	KAP	103	382	9.2e-38
GL50803_95918	InterproscanData_RSRC	PF13923	zf-C3HC4_2	614	655	9.1e-10
GL50803_1935	InterproscanData_RSRC	PF05495	zf-CHY	129	206	5.1e-7
GL50803_7328	InterproscanData_RSRC	PF05018	DUF667	1	186	1.3e-64
GL50803_7323	InterproscanData_RSRC	PF03357	Snf7	24	190	1.7e-7
GL50803_95904	InterproscanData_RSRC	PF01490	Aa_trans	67	435	1.4e-54
GL50803_95898	InterproscanData_RSRC	PF00271	Helicase_C	390	465	7.9e-21
GL50803_95898	InterproscanData_RSRC	PF00270	DEAD	85	255	1.8e-40
GL50803_16906	InterproscanData_RSRC	PF01148	CTP_transf_1	29	373	1.3e-38
GL50803_3449	InterproscanData_RSRC	PF00069	Pkinase	15	293	1.5e-22
GL50803_3449	InterproscanData_RSRC	PF00023	Ank	428	456	1.5e-4
GL50803_3449	InterproscanData_RSRC	PF00023	Ank	551	570	1.3e-4
GL50803_3449	InterproscanData_RSRC	PF12796	Ank_2	463	539	7.7e-17
GL50803_3449	InterproscanData_RSRC	PF12796	Ank_2	586	671	1.8e-16
GL50803_3449	InterproscanData_RSRC	PF12796	Ank_2	679	756	8.8e-13
GL50803_3449	InterproscanData_RSRC	PF12796	Ank_2	758	818	4e-11
GL50803_27521	InterproscanData_RSRC	PF00125	Histone	15	88	8.8e-22
GL50803_5543	InterproscanData_RSRC	PF13516	LRR_6	160	175	1.7
GL50803_5543	InterproscanData_RSRC	PF13516	LRR_6	1027	1047	0.44
GL50803_5543	InterproscanData_RSRC	PF13855	LRR_8	1275	1330	5.1e-9
GL50803_27520	InterproscanData_RSRC	PF00069	Pkinase	67	351	5.4e-47
GL50803_95878	InterproscanData_RSRC	PF04727	ELMO_CED12	320	460	1e-9
GL50803_32741	InterproscanData_RSRC	PF00588	SpoU_methylase	975	1114	1.6e-28
GL50803_101339	InterproscanData_RSRC	PF00254	FKBP_C	122	212	2.3e-25
GL50803_16900	InterproscanData_RSRC	PF00400	WD40	294	321	0.026
GL50803_16900	InterproscanData_RSRC	PF00400	WD40	421	449	0.0058
GL50803_3861	InterproscanData_RSRC	PF00465	Fe-ADH	24	396	1.2e-70
GL50803_16034	InterproscanData_RSRC	PF00069	Pkinase	22	273	2.3e-78
GL50803_5879	InterproscanData_RSRC	PF12796	Ank_2	11	97	1.3e-11
GL50803_5879	InterproscanData_RSRC	PF12796	Ank_2	967	1043	3.8e-8
GL50803_5879	InterproscanData_RSRC	PF12796	Ank_2	1061	1141	7.2e-11
GL50803_5879	InterproscanData_RSRC	PF12796	Ank_2	1142	1203	1.2e-11
GL50803_5881	InterproscanData_RSRC	PF00023	Ank	32	51	0.0068
GL50803_5881	InterproscanData_RSRC	PF12796	Ank_2	66	146	1.8e-6
GL50803_5881	InterproscanData_RSRC	PF12796	Ank_2	885	964	2.9e-12
GL50803_5881	InterproscanData_RSRC	PF12796	Ank_2	986	1065	1.4e-6
GL50803_16122	InterproscanData_RSRC	PF00069	Pkinase	11	266	1.4e-46
GL50803_16122	InterproscanData_RSRC	PF00023	Ank	542	563	0.0062
GL50803_16122	InterproscanData_RSRC	PF00023	Ank	629	650	0.0068
GL50803_16122	InterproscanData_RSRC	PF12796	Ank_2	380	452	4.4e-8
GL50803_16122	InterproscanData_RSRC	PF12796	Ank_2	665	744	1.8e-10
GL50803_16122	InterproscanData_RSRC	PF12796	Ank_2	794	877	9.3e-12
GL50803_16122	InterproscanData_RSRC	PF12796	Ank_2	1027	1111	3.7e-14
GL50803_16122	InterproscanData_RSRC	PF12796	Ank_2	1250	1330	3.5e-10
GL50803_93011	InterproscanData_RSRC	PF00023	Ank	925	946	4.9e-4
GL50803_93011	InterproscanData_RSRC	PF12796	Ank_2	38	152	8.7e-13
GL50803_93011	InterproscanData_RSRC	PF12796	Ank_2	837	921	5.9e-15
GL50803_93011	InterproscanData_RSRC	PF12796	Ank_2	960	1032	4.6e-8
GL50803_15972	InterproscanData_RSRC	PF00023	Ank	1289	1309	0.003
GL50803_15972	InterproscanData_RSRC	PF12796	Ank_2	11	92	5.9e-9
GL50803_15972	InterproscanData_RSRC	PF12796	Ank_2	1053	1109	1.4e-7
GL50803_15972	InterproscanData_RSRC	PF12796	Ank_2	1194	1275	7.3e-16
GL50803_13832	InterproscanData_RSRC	PF02580	Tyr_Deacylase	2	152	2e-42
GL50803_98050	InterproscanData_RSRC	PF00069	Pkinase	5	90	7.5e-11
GL50803_114852	InterproscanData_RSRC	PF03302	VSP	433	805	1.8e-74
GL50803_7796	InterproscanData_RSRC	PF00191	Annexin	18	67	6e-8
GL50803_7797	InterproscanData_RSRC	PF00191	Annexin	15	69	7e-6
GL50803_7800	InterproscanData_RSRC	PF09830	ATP_transf	252	307	4e-10
GL50803_7807	InterproscanData_RSRC	PF00400	WD40	99	135	0.0021
GL50803_7807	InterproscanData_RSRC	PF00400	WD40	152	186	6.2e-5
GL50803_14553	InterproscanData_RSRC	PF00808	CBFD_NFYB_HMF	23	85	4.1e-10
GL50803_5164	InterproscanData_RSRC	PF00083	Sugar_tr	267	480	1.2e-33
GL50803_5161	InterproscanData_RSRC	PF03908	Sec20	117	204	4.5e-8
