struc1	struc2	TM
GL_15953	GL_22451	0.1717
GL_16049	GL_22451	0.22144
GL_16122	GL_22451	0.13935
GL_16167	GL_22451	0.24001
GL_16205	GL_22451	0.22217
GL_16251	GL_22451	0.26269
GL_16272	GL_22451	0.16221
GL_16279	GL_22451	0.22581
GL_16460	GL_22451	0.17965
GL_16479	GL_22451	0.17914
GL_16508	GL_22451	0.16359
GL_16733	GL_22451	0.227
GL_16765	GL_22451	0.23006
GL_16792	GL_22451	0.26894
GL_16824	GL_22451	0.20417
GL_16826	GL_22451	0.24569
GL_16839	GL_22451	0.20409
GL_16862	GL_22451	0.26677
GL_16879	GL_22451	0.15227
GL_16889	GL_22451	0.26631
GL_16943	GL_22451	0.18927
GL_16952	GL_22451	0.31176
GL_16967	GL_22451	0.18963
GL_16988	GL_22451	0.27303
GL_17069	GL_22451	0.27593
GL_17084	GL_22451	0.15393
GL_17188	GL_22451	0.2288
GL_17216	GL_22451	0.20955
GL_17231	GL_22451	0.16371
GL_17299	GL_22451	0.17794
GL_17318	GL_22451	0.16907
GL_17510	GL_22451	0.24382
GL_17578	GL_22451	0.17038
GL_2082	GL_22451	0.3099
GL_21366	GL_22451	0.22846
GL_21924	GL_22451	0.22306
GL_22451	GL_22451	1
GL_24321	GL_22451	0.11596
GL_24400	GL_22451	0.17509
GL_2483	GL_22451	0.15538
GL_26199	GL_22451	0.14325
GL_27124	GL_22451	0.04713
GL_30354	GL_22451	0.18261
GL_3449	GL_22451	0.15818
GL_3546	GL_22451	0.15448
GL_3677	GL_22451	0.13751
GL_36783	GL_22451	0.1528
GL_38578	GL_22451	0.05958
GL_3957	GL_22451	0.18622
GL_40904	GL_22451	0.19839
GL_41186	GL_22451	0.16798
GL_4202	GL_22451	0.15515
GL_42328	GL_22451	0.16476
GL_42657	GL_22451	0.1709
GL_42698	GL_22451	0.0728
GL_4322	GL_22451	0.18871
GL_4912	GL_22451	0.11921
GL_4959	GL_22451	0.16184
GL_4977	GL_22451	0.13033
GL_5142	GL_22451	0.18476
GL_5346	GL_22451	0.15194
GL_5375	GL_22451	0.14474
GL_5489	GL_22451	0.16002
GL_5553	GL_22451	0.16246
GL_5554	GL_22451	0.17045
GL_5999	GL_22451	0.15085
GL_6140	GL_22451	0.17455
GL_6680	GL_22451	0.11396
GL_6731	GL_22451	0.16488
GL_7103	GL_22451	0.16199
GL_7183	GL_22451	0.17899
GL_7356	GL_22451	0.1636
GL_7514	GL_22451	0.1619
GL_7579	GL_22451	0.10899
GL_7653	GL_22451	0.14735
GL_8152	GL_22451	0.1369
GL_8218	GL_22451	0.18345
GL_8350	GL_22451	0.15752
GL_8428	GL_22451	0.17523
GL_8445	GL_22451	0.14874
GL_8556	GL_22451	0.20334
GL_86934	GL_22451	0.11454
GL_87677	GL_22451	0.19887
GL_87928	GL_22451	0.14107
GL_8856	GL_22451	0.15233
GL_8860	GL_22451	0.17775
GL_8914	GL_22451	0.15054
GL_91220	GL_22451	0.19561
GL_91334	GL_22451	0.18389
GL_91451	GL_22451	0.17195
GL_9196	GL_22451	0.11215
GL_92498	GL_22451	0.1684
GL_9289	GL_22451	0.16778
GL_93221	GL_22451	0.14907
GL_9365	GL_22451	0.19922
GL_9421	GL_22451	0.13622
GL_94927	GL_22451	0.19358
GL_95003	GL_22451	0.17877
GL_95549	GL_22451	0.15529
GL_95593	GL_22451	0.13249
GL_95717	GL_22451	0.18562
GL_9658	GL_22451	0.16435
GL_9665	GL_22451	0.1409
GL_96878	GL_22451	0.20339
GL_97130	GL_22451	0.16345
GL_98050	GL_22451	0.0869
GL_9870	GL_22451	0.21859
GL_101307	GL_24321	0.74269
GL_101534	GL_24321	0.84156
GL_101866	GL_24321	0.29675
GL_102034	GL_24321	0.1187
GL_102542	GL_24321	0.25965
GL_103944	GL_24321	0.13624
GL_10744	GL_24321	0.17735
GL_10893	GL_24321	0.81102
GL_11040	GL_24321	0.73055
GL_111938	GL_24321	0.62961
GL_112518	GL_24321	0.32819
GL_112553	GL_24321	0.6213
GL_113030	GL_24321	0.32777
GL_113094	GL_24321	0.1013
GL_11311	GL_24321	0.60761
GL_113553	GL_24321	0.36535
GL_11390	GL_24321	0.28533
GL_114120	GL_24321	0.19266
GL_114192	GL_24321	0.16972
GL_114307	GL_24321	0.11994
GL_114495	GL_24321	0.54994
GL_114535	GL_24321	0.16499
GL_114937	GL_24321	0.29779
GL_11554	GL_24321	0.9343
GL_119989	GL_24321	0.5579
GL_12095	GL_24321	0.39791
GL_12148	GL_24321	0.29977
GL_12152	GL_24321	0.62267
GL_12240	GL_24321	0.45998
GL_13215	GL_24321	0.33827
GL_13479	GL_24321	0.16367
GL_137676	GL_24321	0.66763
GL_137696	GL_24321	0.13105
GL_137701	GL_24321	0.80471
GL_137706	GL_24321	0.38418
GL_137719	GL_24321	0.51004
GL_137728	GL_24321	0.44539
GL_137733	GL_24321	0.78354
GL_137735	GL_24321	0.71005
GL_137737	GL_24321	0.53669
GL_137742	GL_24321	0.42265
GL_137743	GL_24321	0.42038
GL_13921	GL_24321	0.68271
GL_13963	GL_24321	0.70511
GL_13964	GL_24321	0.54833
GL_13981	GL_24321	0.12279
GL_14044	GL_24321	0.39723
GL_14216	GL_24321	0.28979
GL_14223	GL_24321	0.86255
GL_14648	GL_24321	0.56038
GL_14742	GL_24321	0.92867
GL_14786	GL_24321	0.10731
GL_14835	GL_24321	0.12581
GL_14897	GL_24321	0.11992
GL_14916	GL_24321	0.29609
GL_15035	GL_24321	0.45266
GL_15049	GL_24321	0.34263
GL_15064	GL_24321	0.43528
GL_15338	GL_24321	0.81156
GL_15409	GL_24321	0.4556
GL_15411	GL_24321	0.33284
GL_15479	GL_24321	0.62328
GL_15953	GL_24321	0.10627
GL_16049	GL_24321	0.33386
GL_16122	GL_24321	0.09201
GL_16167	GL_24321	0.15809
GL_16205	GL_24321	0.36035
GL_16251	GL_24321	0.3842
GL_16272	GL_24321	0.10221
GL_16279	GL_24321	0.34692
GL_16460	GL_24321	0.10762
GL_16479	GL_24321	0.17218
GL_16508	GL_24321	0.11314
GL_16733	GL_24321	0.44314
GL_16765	GL_24321	0.35402
GL_16792	GL_24321	0.51886
GL_16824	GL_24321	0.28877
GL_16826	GL_24321	0.48706
GL_16839	GL_24321	0.30779
GL_16862	GL_24321	0.68648
GL_16879	GL_24321	0.15908
GL_16889	GL_24321	0.35674
GL_16943	GL_24321	0.16808
GL_16952	GL_24321	0.90134
GL_16967	GL_24321	0.09086
GL_16988	GL_24321	0.82029
GL_17069	GL_24321	0.50758
GL_17084	GL_24321	0.08998
GL_17188	GL_24321	0.31158
GL_17216	GL_24321	0.27025
GL_17231	GL_24321	0.11631
GL_17299	GL_24321	0.09973
GL_17318	GL_24321	0.09855
GL_17510	GL_24321	0.34007
GL_17578	GL_24321	0.11105
GL_2082	GL_24321	0.91921
GL_21366	GL_24321	0.36021
GL_21924	GL_24321	0.16607
GL_22451	GL_24321	0.11596
GL_24321	GL_24321	1
GL_24400	GL_24321	0.7546
GL_2483	GL_24321	0.79375
GL_26199	GL_24321	0.91586
GL_27124	GL_24321	0.20333
GL_30354	GL_24321	0.7085
GL_3449	GL_24321	0.27527
GL_3546	GL_24321	0.7536
GL_3677	GL_24321	0.40262
GL_36783	GL_24321	0.69949
GL_38578	GL_24321	0.3449
GL_3957	GL_24321	0.74145
GL_40904	GL_24321	0.30515
GL_41186	GL_24321	0.32525
GL_4202	GL_24321	0.87481
GL_42328	GL_24321	0.7409
GL_42657	GL_24321	0.25447
GL_42698	GL_24321	0.4557
GL_4322	GL_24321	0.3066
GL_4912	GL_24321	0.91873
GL_4959	GL_24321	0.32963
GL_4977	GL_24321	0.88316
GL_5142	GL_24321	0.43981
GL_5346	GL_24321	0.91469
GL_5375	GL_24321	0.92345
GL_5489	GL_24321	0.31112
GL_5553	GL_24321	0.82286
GL_5554	GL_24321	0.88772
GL_5999	GL_24321	0.77963
GL_6140	GL_24321	0.29872
GL_6680	GL_24321	0.79022
GL_6731	GL_24321	0.67903
GL_7103	GL_24321	0.62346
GL_7183	GL_24321	0.26622
GL_7356	GL_24321	0.78027
GL_7514	GL_24321	0.76373
GL_7579	GL_24321	0.91169
GL_7653	GL_24321	0.75333
GL_8152	GL_24321	0.76323
GL_8218	GL_24321	0.74352
GL_8350	GL_24321	0.76573
GL_8428	GL_24321	0.72276
GL_8445	GL_24321	0.779
GL_8556	GL_24321	0.3234
GL_86934	GL_24321	0.78288
GL_87677	GL_24321	0.34496
GL_87928	GL_24321	0.85547
GL_8856	GL_24321	0.7401
GL_8860	GL_24321	0.29208
GL_8914	GL_24321	0.75643
GL_91220	GL_24321	0.35143
GL_91334	GL_24321	0.33424
GL_91451	GL_24321	0.74628
GL_9196	GL_24321	0.93851
GL_92498	GL_24321	0.65864
GL_9289	GL_24321	0.76116
GL_93221	GL_24321	0.67802
GL_9365	GL_24321	0.36206
GL_9421	GL_24321	0.77985
GL_94927	GL_24321	0.33487
GL_95003	GL_24321	0.74996
GL_95549	GL_24321	0.31165
GL_95593	GL_24321	0.91935
GL_95717	GL_24321	0.33806
GL_9658	GL_24321	0.2748
GL_9665	GL_24321	0.79289
GL_96878	GL_24321	0.53133
GL_97130	GL_24321	0.71563
GL_98050	GL_24321	0.28843
GL_9870	GL_24321	0.50152
GL_101307	GL_24400	0.7175
GL_101534	GL_24400	0.72251
GL_101866	GL_24400	0.29395
GL_102034	GL_24400	0.15851
GL_102542	GL_24400	0.26422
GL_103944	GL_24400	0.17704
GL_10744	GL_24400	0.18968
GL_10893	GL_24400	0.66896
GL_11040	GL_24400	0.73219
GL_111938	GL_24400	0.63463
GL_112518	GL_24400	0.32926
GL_112553	GL_24400	0.65245
GL_113030	GL_24400	0.32539
GL_113094	GL_24400	0.16006
GL_11311	GL_24400	0.57184
GL_113553	GL_24400	0.35332
GL_11390	GL_24400	0.28596
GL_114120	GL_24400	0.32132
GL_114192	GL_24400	0.18185
GL_114307	GL_24400	0.17886
GL_114495	GL_24400	0.52762
GL_114535	GL_24400	0.18794
GL_114937	GL_24400	0.30012
GL_11554	GL_24400	0.76862
GL_119989	GL_24400	0.55903
GL_12095	GL_24400	0.39526
GL_12148	GL_24400	0.29417
GL_12152	GL_24400	0.6802
GL_12240	GL_24400	0.7496
GL_13215	GL_24400	0.35048
GL_13479	GL_24400	0.26148
GL_137676	GL_24400	0.69552
GL_137696	GL_24400	0.17011
GL_137701	GL_24400	0.74512
GL_137706	GL_24400	0.38056
GL_137719	GL_24400	0.5419
GL_137728	GL_24400	0.86289
GL_137733	GL_24400	0.77434
GL_137735	GL_24400	0.73218
GL_137737	GL_24400	0.54447
GL_137742	GL_24400	0.78493
GL_137743	GL_24400	0.78785
GL_13921	GL_24400	0.61845
GL_13963	GL_24400	0.63673
GL_13964	GL_24400	0.50123
GL_13981	GL_24400	0.18046
GL_14044	GL_24400	0.38444
GL_14216	GL_24400	0.29319
GL_14223	GL_24400	0.72315
GL_14648	GL_24400	0.55897
GL_14742	GL_24400	0.73349
GL_14786	GL_24400	0.16645
GL_14835	GL_24400	0.16933
GL_14897	GL_24400	0.16642
GL_14916	GL_24400	0.29735
GL_15035	GL_24400	0.80475
GL_15049	GL_24400	0.34225
GL_15064	GL_24400	0.44386
GL_15338	GL_24400	0.69631
GL_15409	GL_24400	0.43836
GL_15411	GL_24400	0.33137
GL_15479	GL_24400	0.6498
GL_15953	GL_24400	0.17949
GL_16049	GL_24400	0.32719
GL_16122	GL_24400	0.137
GL_16167	GL_24400	0.19312000000000001
GL_16205	GL_24400	0.35652
GL_16251	GL_24400	0.39606
GL_16272	GL_24400	0.13741
GL_16279	GL_24400	0.34265
GL_16460	GL_24400	0.15815
GL_16479	GL_24400	0.1692
GL_16508	GL_24400	0.14942
GL_16733	GL_24400	0.43562
GL_16765	GL_24400	0.35385
GL_16792	GL_24400	0.57704
GL_16824	GL_24400	0.28964
GL_16826	GL_24400	0.46613
GL_16839	GL_24400	0.30197
GL_16862	GL_24400	0.69644
GL_16879	GL_24400	0.15005
GL_16889	GL_24400	0.37256
GL_16943	GL_24400	0.16303
GL_16952	GL_24400	0.73199
GL_16967	GL_24400	0.14441
GL_16988	GL_24400	0.76405
GL_17069	GL_24400	0.46618
GL_17084	GL_24400	0.1283
GL_17188	GL_24400	0.31303
GL_17216	GL_24400	0.2663
GL_17231	GL_24400	0.16029
GL_17299	GL_24400	0.14748
GL_17318	GL_24400	0.13635
GL_17510	GL_24400	0.33524
GL_17578	GL_24400	0.15482
GL_2082	GL_24400	0.74498
GL_21366	GL_24400	0.35182
GL_21924	GL_24400	0.24012
GL_22451	GL_24400	0.17509
GL_24321	GL_24400	0.7546
GL_24400	GL_24400	1
GL_2483	GL_24400	0.44652
GL_26199	GL_24400	0.47275
GL_27124	GL_24400	0.12416
GL_30354	GL_24400	0.38753
GL_3449	GL_24400	0.23364
GL_3546	GL_24400	0.40386
GL_3677	GL_24400	0.23302
GL_36783	GL_24400	0.37164
GL_38578	GL_24400	0.19835
GL_3957	GL_24400	0.37747000000000003
GL_40904	GL_24400	0.26853
GL_41186	GL_24400	0.26268
GL_4202	GL_24400	0.41375
GL_42328	GL_24400	0.38841
GL_42657	GL_24400	0.25997
GL_42698	GL_24400	0.25475
GL_4322	GL_24400	0.27057
GL_4912	GL_24400	0.41125
GL_4959	GL_24400	0.25257
GL_4977	GL_24400	0.43534
GL_5142	GL_24400	0.23518
GL_5346	GL_24400	0.47923
GL_5375	GL_24400	0.46267
GL_5489	GL_24400	0.27241
GL_5553	GL_24400	0.46045
GL_5554	GL_24400	0.39681
GL_5999	GL_24400	0.73622
GL_6140	GL_24400	0.21191
GL_6680	GL_24400	0.39077
GL_6731	GL_24400	0.37287
GL_7103	GL_24400	0.33962
GL_7183	GL_24400	0.20112
GL_7356	GL_24400	0.71402
GL_7514	GL_24400	0.39837
GL_7579	GL_24400	0.39632
GL_7653	GL_24400	0.39666
GL_8152	GL_24400	0.40005
GL_8218	GL_24400	0.39812
GL_8350	GL_24400	0.40284
GL_8428	GL_24400	0.38334
GL_8445	GL_24400	0.39774
GL_8556	GL_24400	0.26243
GL_86934	GL_24400	0.41533
GL_87677	GL_24400	0.27314
GL_87928	GL_24400	0.40726
GL_8856	GL_24400	0.40049
GL_8860	GL_24400	0.21721
GL_8914	GL_24400	0.39851
GL_91220	GL_24400	0.2881
GL_91334	GL_24400	0.28052
GL_91451	GL_24400	0.39441
GL_9196	GL_24400	0.40907
GL_92498	GL_24400	0.37783
GL_9289	GL_24400	0.40645
GL_93221	GL_24400	0.63828
GL_9365	GL_24400	0.27614
GL_9421	GL_24400	0.40471
GL_94927	GL_24400	0.27842
GL_95003	GL_24400	0.43574
GL_95549	GL_24400	0.23563
GL_95593	GL_24400	0.43865
GL_95717	GL_24400	0.28158
GL_9658	GL_24400	0.22983
GL_9665	GL_24400	0.438
GL_96878	GL_24400	0.31736
GL_97130	GL_24400	0.39208
GL_98050	GL_24400	0.15582
GL_9870	GL_24400	0.28307
GL_101307	GL_2483	0.83992
GL_101534	GL_2483	0.73267
GL_101866	GL_2483	0.29077
GL_102034	GL_2483	0.17604
GL_102542	GL_2483	0.25767
GL_103944	GL_2483	0.18352
GL_10744	GL_2483	0.1856
GL_10893	GL_2483	0.71437
GL_11040	GL_2483	0.7993
GL_111938	GL_2483	0.73268
GL_112518	GL_2483	0.31925
GL_112553	GL_2483	0.71655
GL_113030	GL_2483	0.32564
GL_113094	GL_2483	0.14842
GL_11311	GL_2483	0.67871
GL_113553	GL_2483	0.36176
GL_11390	GL_2483	0.27686
GL_114120	GL_2483	0.23283
GL_114192	GL_2483	0.17025
GL_114307	GL_2483	0.1704
GL_114495	GL_2483	0.63542
GL_114535	GL_2483	0.15781
GL_114937	GL_2483	0.29547
GL_11554	GL_2483	0.80365
GL_119989	GL_2483	0.6534
GL_12095	GL_2483	0.39253
GL_12148	GL_2483	0.28998
GL_12152	GL_2483	0.61949
GL_12240	GL_2483	0.49166
GL_13215	GL_2483	0.33726
GL_13479	GL_2483	0.25624
GL_137676	GL_2483	0.79823
GL_137696	GL_2483	0.18076
GL_137701	GL_2483	0.75711
GL_137706	GL_2483	0.38438
GL_137719	GL_2483	0.59338
GL_137728	GL_2483	0.50406
GL_137733	GL_2483	0.73824
GL_137735	GL_2483	0.80926
GL_137737	GL_2483	0.53289
GL_137742	GL_2483	0.48215
GL_137743	GL_2483	0.48003
GL_13921	GL_2483	0.64319
GL_13963	GL_2483	0.64832
GL_13964	GL_2483	0.49294
GL_13981	GL_2483	0.18386
GL_14044	GL_2483	0.39431
GL_14216	GL_2483	0.29066
GL_14223	GL_2483	0.80164
GL_14648	GL_2483	0.57944
GL_14742	GL_2483	0.75568
GL_14786	GL_2483	0.17643
GL_14835	GL_2483	0.17909
GL_14897	GL_2483	0.16651
GL_14916	GL_2483	0.29142
GL_15035	GL_2483	0.47511
GL_15049	GL_2483	0.33206
GL_15064	GL_2483	0.49956
GL_15338	GL_2483	0.73432
GL_15409	GL_2483	0.43952
GL_15411	GL_2483	0.32713
GL_15479	GL_2483	0.59566
GL_15953	GL_2483	0.19209
GL_16049	GL_2483	0.33506
GL_16122	GL_2483	0.12628
GL_16167	GL_2483	0.18171
GL_16205	GL_2483	0.35423
GL_16251	GL_2483	0.3762
GL_16272	GL_2483	0.13435
GL_16279	GL_2483	0.33517
GL_16460	GL_2483	0.17386
GL_16479	GL_2483	0.14423
GL_16508	GL_2483	0.16417
GL_16733	GL_2483	0.4023
GL_16765	GL_2483	0.35145
GL_16792	GL_2483	0.67213
GL_16824	GL_2483	0.28554
GL_16826	GL_2483	0.61639
GL_16839	GL_2483	0.29972
GL_16862	GL_2483	0.65646
GL_16879	GL_2483	0.12837
GL_16889	GL_2483	0.34317
GL_16943	GL_2483	0.1254
GL_16952	GL_2483	0.78506
GL_16967	GL_2483	0.13333
GL_16988	GL_2483	0.91011
GL_17069	GL_2483	0.46824
GL_17084	GL_2483	0.12458
GL_17188	GL_2483	0.30482
GL_17216	GL_2483	0.26879
GL_17231	GL_2483	0.16542
GL_17299	GL_2483	0.14433000000000001
GL_17318	GL_2483	0.14649
GL_17510	GL_2483	0.32764
GL_17578	GL_2483	0.16895
GL_2082	GL_2483	0.77037
GL_21366	GL_2483	0.35205
GL_21924	GL_2483	0.21394
GL_22451	GL_2483	0.15538
GL_24321	GL_2483	0.79375
GL_24400	GL_2483	0.44652
GL_2483	GL_2483	1
GL_26199	GL_2483	0.49902
GL_27124	GL_2483	0.11476
GL_30354	GL_2483	0.39579
GL_3449	GL_2483	0.22925
GL_3546	GL_2483	0.41759
GL_3677	GL_2483	0.20688
GL_36783	GL_2483	0.38881
GL_38578	GL_2483	0.18736
GL_3957	GL_2483	0.41062
GL_40904	GL_2483	0.26569
GL_41186	GL_2483	0.2704
GL_4202	GL_2483	0.49219
GL_42328	GL_2483	0.40192
GL_42657	GL_2483	0.22265
GL_42698	GL_2483	0.2543
GL_4322	GL_2483	0.31901
GL_4912	GL_2483	0.43955
GL_4959	GL_2483	0.31647
GL_4977	GL_2483	0.44489
GL_5142	GL_2483	0.23911
GL_5346	GL_2483	0.49851
GL_5375	GL_2483	0.48217
GL_5489	GL_2483	0.23467
GL_5553	GL_2483	0.56565
GL_5554	GL_2483	0.4203
GL_5999	GL_2483	0.4642
GL_6140	GL_2483	0.22937
GL_6680	GL_2483	0.42007
GL_6731	GL_2483	0.38149
GL_7103	GL_2483	0.34277
GL_7183	GL_2483	0.18748
GL_7356	GL_2483	0.46267
GL_7514	GL_2483	0.41499
GL_7579	GL_2483	0.42842
GL_7653	GL_2483	0.4119
GL_8152	GL_2483	0.4191
GL_8218	GL_2483	0.41692
GL_8350	GL_2483	0.41644
GL_8428	GL_2483	0.39542
GL_8445	GL_2483	0.42443
GL_8556	GL_2483	0.24206
GL_86934	GL_2483	0.48672
GL_87677	GL_2483	0.3355
GL_87928	GL_2483	0.45106
GL_8856	GL_2483	0.41321
GL_8860	GL_2483	0.22146
GL_8914	GL_2483	0.40559
GL_91220	GL_2483	0.34833
GL_91334	GL_2483	0.31417
GL_91451	GL_2483	0.4129
GL_9196	GL_2483	0.44763
GL_92498	GL_2483	0.38434
GL_9289	GL_2483	0.413
GL_93221	GL_2483	0.42239
GL_9365	GL_2483	0.31197
GL_9421	GL_2483	0.41817
GL_94927	GL_2483	0.3347
GL_95003	GL_2483	0.41189
GL_95549	GL_2483	0.25245
GL_95593	GL_2483	0.47134
GL_95717	GL_2483	0.32247
GL_9658	GL_2483	0.24725
GL_9665	GL_2483	0.51529
GL_96878	GL_2483	0.3036
GL_97130	GL_2483	0.40191
GL_98050	GL_2483	0.14545
GL_9870	GL_2483	0.28115
GL_101307	GL_26199	0.7787
GL_101534	GL_26199	0.83922
GL_101866	GL_26199	0.28989
GL_102034	GL_26199	0.13407
GL_102542	GL_26199	0.26013
GL_103944	GL_26199	0.15509
GL_10744	GL_26199	0.18254
GL_10893	GL_26199	0.84307
GL_11040	GL_26199	0.74348
GL_111938	GL_26199	0.63193
GL_112518	GL_26199	0.32033
GL_112553	GL_26199	0.65876
GL_113030	GL_26199	0.32408
GL_113094	GL_26199	0.13726
GL_11311	GL_26199	0.62409
GL_113553	GL_26199	0.36068
GL_11390	GL_26199	0.28201
GL_114120	GL_26199	0.22709
GL_114192	GL_26199	0.16874
GL_114307	GL_26199	0.14926
GL_114495	GL_26199	0.5522
GL_114535	GL_26199	0.13326
GL_114937	GL_26199	0.29484
GL_11554	GL_26199	0.94921
GL_119989	GL_26199	0.56163
GL_12095	GL_26199	0.39135
GL_12148	GL_26199	0.29161
GL_12152	GL_26199	0.60975
GL_12240	GL_26199	0.52863
GL_13215	GL_26199	0.3335
GL_13479	GL_26199	0.28415
GL_137676	GL_26199	0.73064
GL_137696	GL_26199	0.14505
GL_137701	GL_26199	0.80009
GL_137706	GL_26199	0.37854
GL_137719	GL_26199	0.58093
GL_137728	GL_26199	0.52704
GL_137733	GL_26199	0.74445
GL_137735	GL_26199	0.75881
GL_137737	GL_26199	0.52412
GL_137742	GL_26199	0.50497
GL_137743	GL_26199	0.50049
GL_13921	GL_26199	0.74933
GL_13963	GL_26199	0.76598
GL_13964	GL_26199	0.5726
GL_13981	GL_26199	0.14598
GL_14044	GL_26199	0.38321
GL_14216	GL_26199	0.28544
GL_14223	GL_26199	0.90164
GL_14648	GL_26199	0.80487
GL_14742	GL_26199	0.92801
GL_14786	GL_26199	0.14454
GL_14835	GL_26199	0.16385
GL_14897	GL_26199	0.15104
GL_14916	GL_26199	0.29127
GL_15035	GL_26199	0.5301
GL_15049	GL_26199	0.3352
GL_15064	GL_26199	0.44567
GL_15338	GL_26199	0.84266
GL_15409	GL_26199	0.4545
GL_15411	GL_26199	0.32014
GL_15479	GL_26199	0.62159
GL_15953	GL_26199	0.13647
GL_16049	GL_26199	0.3281
GL_16122	GL_26199	0.12392
GL_16167	GL_26199	0.17292
GL_16205	GL_26199	0.34532
GL_16251	GL_26199	0.41543
GL_16272	GL_26199	0.12467
GL_16279	GL_26199	0.3313
GL_16460	GL_26199	0.14286
GL_16479	GL_26199	0.13241
GL_16508	GL_26199	0.13635
GL_16733	GL_26199	0.47382
GL_16765	GL_26199	0.34596
GL_16792	GL_26199	0.58481
GL_16824	GL_26199	0.27909
GL_16826	GL_26199	0.49996
GL_16839	GL_26199	0.29966
GL_16862	GL_26199	0.69553
GL_16879	GL_26199	0.16032
GL_16889	GL_26199	0.34346
GL_16943	GL_26199	0.12669
GL_16952	GL_26199	0.909
GL_16967	GL_26199	0.12558
GL_16988	GL_26199	0.81859
GL_17069	GL_26199	0.53478
GL_17084	GL_26199	0.11886
GL_17188	GL_26199	0.30141
GL_17216	GL_26199	0.26635
GL_17231	GL_26199	0.13842
GL_17299	GL_26199	0.13457
GL_17318	GL_26199	0.15087
GL_17510	GL_26199	0.32987
GL_17578	GL_26199	0.13519
GL_2082	GL_26199	0.91638
GL_21366	GL_26199	0.35062
GL_21924	GL_26199	0.21362
GL_22451	GL_26199	0.14325
GL_24321	GL_26199	0.91586
GL_24400	GL_26199	0.47275
GL_2483	GL_26199	0.49902
GL_26199	GL_26199	1
GL_27124	GL_26199	0.12271
GL_30354	GL_26199	0.44186
GL_3449	GL_26199	0.22862
GL_3546	GL_26199	0.47178
GL_3677	GL_26199	0.2615
GL_36783	GL_26199	0.42755
GL_38578	GL_26199	0.20035
GL_3957	GL_26199	0.45331
GL_40904	GL_26199	0.23555
GL_41186	GL_26199	0.26731
GL_4202	GL_26199	0.56549
GL_42328	GL_26199	0.46166
GL_42657	GL_26199	0.25709
GL_42698	GL_26199	0.2819
GL_4322	GL_26199	0.25467
GL_4912	GL_26199	0.56691
GL_4959	GL_26199	0.26951
GL_4977	GL_26199	0.56953
GL_5142	GL_26199	0.24093
GL_5346	GL_26199	0.80205
GL_5375	GL_26199	0.63888
GL_5489	GL_26199	0.24936
GL_5553	GL_26199	0.55131
GL_5554	GL_26199	0.56059
GL_5999	GL_26199	0.55734
GL_6140	GL_26199	0.23447
GL_6680	GL_26199	0.48422
GL_6731	GL_26199	0.41816
GL_7103	GL_26199	0.40097
GL_7183	GL_26199	0.20438
GL_7356	GL_26199	0.56215
GL_7514	GL_26199	0.46955
GL_7579	GL_26199	0.55831
GL_7653	GL_26199	0.45173
GL_8152	GL_26199	0.46528
GL_8218	GL_26199	0.46067
GL_8350	GL_26199	0.46139
GL_8428	GL_26199	0.44516
GL_8445	GL_26199	0.4686
GL_8556	GL_26199	0.2656
GL_86934	GL_26199	0.51119
GL_87677	GL_26199	0.30946
GL_87928	GL_26199	0.5572
GL_8856	GL_26199	0.45627
GL_8860	GL_26199	0.20928
GL_8914	GL_26199	0.45195
GL_91220	GL_26199	0.28644
GL_91334	GL_26199	0.2784
GL_91451	GL_26199	0.44867
GL_9196	GL_26199	0.56852
GL_92498	GL_26199	0.41033
GL_9289	GL_26199	0.46129
GL_93221	GL_26199	0.5021
GL_9365	GL_26199	0.27826
GL_9421	GL_26199	0.46798
GL_94927	GL_26199	0.28314
GL_95003	GL_26199	0.45444
GL_95549	GL_26199	0.24091
GL_95593	GL_26199	0.60645
GL_95717	GL_26199	0.27639
GL_9658	GL_26199	0.25595
GL_9665	GL_26199	0.52147
GL_96878	GL_26199	0.34399
GL_97130	GL_26199	0.44005
GL_98050	GL_26199	0.17621
GL_9870	GL_26199	0.24621
GL_101307	GL_27124	0.19842
GL_101534	GL_27124	0.1962
GL_101866	GL_27124	0.08334
GL_102034	GL_27124	0.0426
GL_102542	GL_27124	0.07463
GL_103944	GL_27124	0.04945
GL_10744	GL_27124	0.04225
GL_10893	GL_27124	0.16727
GL_11040	GL_27124	0.19222
GL_111938	GL_27124	0.17506
GL_112518	GL_27124	0.09155
GL_112553	GL_27124	0.17418
GL_113030	GL_27124	0.10076
GL_113094	GL_27124	0.04238
GL_11311	GL_27124	0.16288
GL_113553	GL_27124	0.10585
GL_11390	GL_27124	0.08245
GL_114120	GL_27124	0.08932
GL_114192	GL_27124	0.04514
GL_114307	GL_27124	0.04502
GL_114495	GL_27124	0.14996
GL_114535	GL_27124	0.04794
GL_114937	GL_27124	0.09127
GL_11554	GL_27124	0.19961
GL_119989	GL_27124	0.1822
GL_12095	GL_27124	0.12093
GL_12148	GL_27124	0.08986
GL_12152	GL_27124	0.17408
GL_12240	GL_27124	0.117
GL_13215	GL_27124	0.09304
GL_13479	GL_27124	0.09606
GL_137676	GL_27124	0.193
GL_137696	GL_27124	0.04115
GL_137701	GL_27124	0.24651
GL_137706	GL_27124	0.10769
GL_137719	GL_27124	0.14754
GL_137728	GL_27124	0.23192
GL_137733	GL_27124	0.22612
GL_137735	GL_27124	0.22786
GL_137737	GL_27124	0.2513
