GeneID	codechain	code	chain	TM	RMSD	AApc	Cov	Cscore	C_sd	TM_model	TM_model_sd	RMSD_model	RMSD_model_sd	GDB_AA	seq.ssLen	nHrc	nErc	nCrc	strucSum	strpPDB_AA	PDB_AA	Species	Molecule
2583	GL50803_227577	1zlgA	1ZLG	A	0.6799	5.31	0.059	0.8544	-0.99	0.741069	0.59	0.14	10.5	4.6	721	721	0	0	721	721	680	680	Homo_sapiens	Anosmin_1
2584	GL50803_22802	2wbmA	2WBM	A	0.8923	1.35	0.215	0.9283	0.29	0.151731	0.75	0.1	5.2	3.3	251	251	170	12	69	251	252	252	Methanothermobacter_thermautotrophicus	RIBOSOME_MATURATION_PROTEIN_SDO1_HOMOLOG
2585	GL50803_22806	3edvA	3EDV	A	0.8229	2.49	0.106	0.9281	-1.32	1.0348	0.55	0.15	9.4	4.6	334	334	328	0	6	334	323	323	Homo_sapiens	Spectrin_beta_chain,_brain_1
2586	GL50803_22808	4g84A	4G84	A	0.4467	1	0.409	0.4506	-2.72	0.0851822	0.4	0.14	15.8	3.2	961	961	501	27	433	961	464	464	Homo_sapiens	Histidine--tRNA_ligase,_cytoplasmic
2587	GL50803_22814	2ntyA1	2NTY	A	0.7874	2.42	0.032	1	-1.88	1.19294	0.49	0.15	6.8	4.1	62	62	36	3	23	62	365	365	Arabidopsis_thaliana	Emb|CAB41934.1
2588	GL50803_22850	2b9iA	2B9I	A	0.8995	1.1	0.399	0.9194	0.95	1.01338	0.84	0.08	4.6	3	360	360	175	0	185	360	353	353	Saccharomyces_cerevisiae	Mitogen-activated_protein_kinase_FUS3
2589	GL50803_22855	3cm9S	3CM9	S	0.6993	4.83	0.068	0.8947	-3.36	0.185408	0.34	0.12	15.4	3.4	437	437	43	0	394	437	585	585	Homo_sapiens	Secretory_component
2590	GL50803_22939	3smtA	3SMT	A	0.6429	3	0.072	0.9571	-2.67	0.71543	0.41	0.14	8.9	4.6	70	70	48	0	22	70	497	497	Homo_sapiens	Histone-lysine_N-methyltransferase_setd3
2591	GL50803_23001	1kmhA	1KMH	A	0.5652	3.23	0.031	0.942	-2.35	0.809805	0.44	0.14	8.1	4.4	69	69	35	0	34	69	507	507	Spinacia_oleracea	ATPase_alpha_subunit
2592	GL50803_23004	4mh6A	4MH6	A	0.804	2.39	0.084	0.9509	-1.63	1.25674	0.52	0.15	8.5	4.5	163	163	138	0	25	163	177	177	Vibrio_parahaemolyticus_RIMD_2210633	Putative_type_III_secretion_protein_YscO
2593	GL50803_23015	3a2bA	3A2B	A	0.7063	1.3	0.195	0.7218	-2.7	0.292068	0.4	0.14	14.1	3.8	532	532	297	2	233	532	398	398	Sphingobacterium_multivorum	Serine_palmitoyltransferase
2594	GL50803_23017	4aurA	4AUR	A	0.9204	2.26	0.1	0.9841	-2.03	0.801259	0.47	0.15	11.9	4.5	439	439	220	19	200	439	577	577	Escherichia_coli_ETEC_H10407	LEOA
2595	GL50803_2305	1b3uA	1B3U	A	0.888	2.88	0.078	0.9702	-1.39	0.551268	0.54	0.15	11	4.6	605	605	588	0	17	605	588	588	Homo_sapiens	PROTEIN_(PROTEIN_PHOSPHATASE_PP2A)
2596	GL50803_23079	4mu6A	4MU6	A	0.9127	1.75	0.105	0.9772	-2.93	0.980204	0.38	0.13	12.9	4.2	263	263	167	0	96	263	367	367	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	Kinectin_1_(Kinesin_receptor)
2597	GL50803_23145	3r72A	3R72	A	0.6851	2.09	0.027	0.973	-1.28	0.961985	0.56	0.15	4.5	3	37	37	22	0	15	37	122	122	Apis_mellifera	Odorant_binding_protein_ASP5
2598	GL50803_23235	4c0oA	4C0O	A	0.8168	3.86	0.072	0.9149	-1.98	0.182691	0.48	0.15	13.8	4	952	952	884	0	68	952	923	923	Homo_sapiens	TRANSPORTIN-3
2599	GL50803_2328	4k1pA	4K1P	A	0.8315	2.13	0.082	0.9412	-3.03	0.651994	0.37	0.13	12.5	4.3	204	204	178	0	26	204	360	360	Bacillus_cereus	NheA
2600	GL50803_23300	3dbhI	3DBH	I	0.9007	1.43	0.163	0.9884	0.92	1.83282	0.84	0.08	2	1.6	86	86	57	2	27	86	88	88	Homo_sapiens	NEDD8
2601	GL50803_23325	1h98A	1H98	A	0.7367	2.44	0.176	0.9028	0.37	0.416912	0.76	0.1	2.6	1.9	72	72	28	4	40	72	78	78	Thermus_aquaticus	FERREDOXIN
2602	GL50803_23330	4mu6A	4MU6	A	0.8931	2.39	0.086	1	-1.89	1.11264	0.49	0.15	10.2	4.6	257	257	212	0	45	257	367	367	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	Kinectin_1_(Kinesin_receptor)
2603	GL50803_23357	2ooeA	2OOE	A	0.8355	3.7	0.089	1	-2.8	0.894324	0.39	0.13	13.9	3.9	449	449	439	0	10	449	530	530	Mus_musculus	Cleavage_stimulation_factor_77_kDa_subunit
2604	GL50803_23369	3p8cA	3P8C	A	0.649	3.47	0.038	0.972	-2.37	1.39361	0.44	0.14	9.2	4.6	107	107	80	0	27	107	1253	1253	Homo_sapiens	Cytoplasmic_FMR1-interacting_protein_1
2605	GL50803_2338	3vibA	3VIB	A	0.7558	2.7	0.115	0.8925	-2.2	1.37835	0.45	0.15	10.5	4.6	214	214	179	0	35	214	210	210	Neisseria_gonorrhoeae	MtrR
2606	GL50803_2340	4akkA	4AKK	A	0.6107	4	0.05	0.8947	-2.69	0.958603	0.4	0.14	10.8	4.6	152	152	106	3	43	152	423	423	Klebsiella_oxytoca	NITRATE_REGULATORY_PROTEIN
2607	GL50803_2341	2yevA	2YEV	A	0.6601	3.25	0.05	0.8943	-4.17	0.277301	0.27	0.08	14.1	3.8	123	123	107	4	12	123	791	791	Thermus_thermophilus_HB8	CYTOCHROME_C_OXIDASE_POLYPEPTIDE_I+III
2608	GL50803_2342	2m4eA	2M4E	A	0.5653	2.22	0.12	0.7426	-1.96	1.28539	0.48	0.15	8.1	4.4	101	101	48	0	53	101	110	110	Vibrio_vulnificus_CMCP6	Putative_uncharacterized_protein
2609	GL50803_23420	2hk3A	2HK3	A	0.9061	1.03	0.29	0.9254	0.61	1.58186	0.79	0.09	5.2	3.3	335	335	181	17	137	335	331	331	Staphylococcus_aureus	Diphosphomevalonate_decarboxylase
2610	GL50803_23421	1mawA2	1MAW	A	0.5728	2.71	0.036	0.9	-2.98	0.54389	0.38	0.13	9.3	4.6	60	60	37	0	23	60	328	328	Geobacillus_stearothermophilus	TRYPTOPHAN-TRNA_LIGASE
2611	GL50803_23424	2lwjA	2LWJ	A	0.7464	2.21	0.144	0.8957	-1.63	0.83123	0.52	0.15	7.7	4.3	115	115	108	0	7	115	167	167	Myxococcus_xanthus_DK_1622	Transcriptional_regulator,_CarD_family
2612	GL50803_23439	3k66A	3K66	A	0.6546	2.76	0.013	0.8929	-2.09	1.03011	0.47	0.15	8	4.4	84	84	68	0	16	84	239	239	Caenorhabditis_elegans	Beta-amyloid-like_protein
2613	GL50803_2352	3na7A	3NA7	A	0.8587	2.25	0.156	1	-1.9	1.30121	0.49	0.15	8.4	4.5	122	122	116	0	6	122	256	256	Helicobacter_pylori_NCTC_11638	HP0958
2614	GL50803_23524	3cb5A1	3CB5	A	0.4123	2.73	0.097	0.8571	-1.56	0.696546	0.52	0.15	5	3.2	35	35	3	0	32	35	444	444	Schizosaccharomyces_pombe	FACT_complex_subunit_spt16
2615	GL50803_2355	4i1mA	4I1M	A	0.8166	1.7	0.174	0.9718	-1.34	1.37292	0.55	0.15	6	3.7	71	71	38	0	33	71	302	302	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	LepB
2616	GL50803_23552	1y1uA	1Y1U	A	0.7972	2.31	0.051	0.9915	-2.83	0.786298	0.39	0.13	10.6	4.6	118	118	108	0	10	118	585	585	Mus_musculus	Signal_transducer_and_activator_of_transcription_5A
2617	GL50803_23560	2a0zA	2A0Z	A	0.6048	4.94	0.105	0.7382	-3.92	0.388227	0.29	0.09	18.8	2.1	806	806	249	2	555	806	705	705	Homo_sapiens	Toll-like_receptor_3
2618	GL50803_23597	1b3uA	1B3U	A	0.7369	2.63	0.099	0.7909	-3.29	0.707107	0.35	0.12	16.6	2.9	703	703	502	3	198	703	588	588	Homo_sapiens	PROTEIN_(PROTEIN_PHOSPHATASE_PP2A)
2619	GL50803_23602	1uc2A	1UC2	A	0.6295	2.93	0.229	0.6821	-2.55	0.068	0.42	0.14	14	3.9	582	582	341	17	224	582	481	481	Pyrococcus_horikoshii	hypothetical_protein_PH1602
2620	GL50803_2362	2zwaB	2ZWA	B	0.8112	1.87	0.115	0.8476	-2.33	0.705067	0.44	0.14	12.9	4.2	492	492	284	3	205	492	695	695	Saccharomyces_cerevisiae	Leucine_carboxyl_methyltransferase_2
2621	GL50803_23620	1rtwB	1RTW	B	0.6404	2.5	0.048	0.9286	-1.77	0.883968	0.5	0.15	5.8	3.6	42	42	18	0	24	42	220	220	Pyrococcus_furiosus_DSM_3638	transcriptional_activator,_putative
2622	GL50803_23630	4kx7A	4KX7	A	0.866	2.54	0.08	0.9331	-3.69	0.760405	0.31	0.1	15.8	3.2	359	359	271	2	86	359	888	888	Homo_sapiens	Glutamyl_aminopeptidase
2623	GL50803_23655	4lz6A	4LZ6	A	0.5828	1.58	0.161	0.5979	-2.89	0.095205	0.39	0.13	15.6	3.3	746	746	522	2	222	746	446	446	Bacillus_halodurans_C-125	BH2163_protein
2624	GL50803_2366	4l9mA	4L9M	A	0.8353	2.94	0.064	0.9308	-3.88	0.489841	0.3	0.1	16.7	2.9	419	419	218	1	200	419	559	559	Homo_sapiens	RAS_guanyl-releasing_protein_1
2625	GL50803_23694	4c0oA	4C0O	A	0.8561	2.72	0.081	0.9439	-2.89	0.575653	0.39	0.13	14	3.9	428	428	302	0	126	428	923	923	Homo_sapiens	TRANSPORTIN-3
2626	GL50803_23699	3chnS	3CHN	S	0.8224	3.29	0.11	0.9112	-3.36	0.265149	0.34	0.12	16.3	3.1	597	597	233	5	359	597	585	585	Homo_sapiens	Secretory_component
2627	GL50803_23756	4l9mA	4L9M	A	0.945	1.71	0.053	0.9787	-1.23	0.846106	0.56	0.15	9.8	4.6	422	422	203	0	219	422	559	559	Homo_sapiens	RAS_guanyl-releasing_protein_1
2628	GL50803_23767	4k6jA	4K6J	A	0.8367	2.96	0.103	0.9211	-2.95	0.431537	0.38	0.13	14.6	3.7	494	494	268	0	226	494	568	568	Homo_sapiens	Wings_apart-like_protein_homolog
2629	GL50803_23800	1ialA	1IAL	A	0.8459	2.41	0.091	0.9132	-2.36	0.529958	0.44	0.14	12.7	4.3	438	438	365	1	72	438	453	453	Mus_musculus	IMPORTIN_ALPHA
2630	GL50803_23808	3vvnA	3VVN	A	0.8896	1.53	0.178	0.9317	0.5	1.87244	0.78	0.1	4.4	2.9	205	205	176	0	29	205	461	461	Pyrococcus_furiosus_DSM_3638	Putative_uncharacterized_protein
2631	GL50803_23818	3vfqA1	3VFQ	A	0.5264	3.27	0.056	0.8947	-2.31	0.842078	0.44	0.14	7.6	4.3	57	57	28	3	26	57	415	415	Homo_sapiens	Poly_[ADP-ribose]_polymerase_14
2632	GL50803_2382	3gjxA	3GJX	A	0.9277	2.07	0.101	0.9595	-2.44	0.387453	0.43	0.14	15	3.5	962	962	336	4	622	962	1073	1073	Mus_musculus	Exportin-1
2633	GL50803_23833	4c0oA	4C0O	A	0.9361	2.09	0.066	0.9765	-2.24	0.108922	0.45	0.15	13.9	3.9	765	765	622	1	142	765	923	923	Homo_sapiens	TRANSPORTIN-3
2634	GL50803_23858	2ipcA	2IPC	A	0.6149	2.3	0.046	0.8824	-2.39	0.945105	0.43	0.14	8.2	4.5	68	68	38	0	30	68	997	997	Thermus_thermophilus_HB8	Preprotein_translocase_SecA_subunit
2635	GL50803_23863	4jgwA2	4JGW	A	0.7729	1.44	0.026	1	-1.18	1.05361	0.57	0.15	4.4	2.9	39	39	25	0	14	39	473	473	Mus_musculus	Ral_guanine_nucleotide_dissociation_stimulator-like_2
2636	GL50803_23874	2iubG	2IUB	G	0.7624	2.05	0.118	0.9884	-2.52	1.06304	0.42	0.14	9.1	4.6	86	86	60	0	26	86	363	363	Thermotoga_maritima	DIVALENT_CATION_TRANSPORT-RELATED_PROTEIN
2637	GL50803_23876	1w0rA	1W0R	A	0.7208	4.17	0.097	0.8945	-2.54	0.501302	0.42	0.14	12.8	4.2	379	379	0	0	379	379	442	442	Homo_sapiens	PROPERDIN
2638	GL50803_23884	4c0oA	4C0O	A	0.9187	2.38	0.107	0.9673	-2.65	0.24045	0.41	0.14	15.2	3.5	825	825	279	7	539	825	923	923	Homo_sapiens	TRANSPORTIN-3
2639	GL50803_23888	1jfuB	1JFU	B	0.7039	2.49	0.153	0.8057	-1.69	0.551601	0.51	0.15	9.2	4.6	211	211	122	12	77	211	186	186	Bradyrhizobium_japonicum	THIOL:DISULFIDE_INTERCHANGE_PROTEIN_TLPA
2640	GL50803_23897	2xkxA	2XKX	A	0.7692	3.1	0.099	0.8308	-2.84	0.448535	0.39	0.13	15.8	3.2	839	839	232	2	605	839	721	721	Rattus_norvegicus	DISKS_LARGE_HOMOLOG_4
2641	GL50803_23907	4bujB	4BUJ	B	0.7051	2.08	0.071	0.9298	-2.01	0.926529	0.47	0.15	6.9	4.1	57	57	40	0	17	57	1436	1436	Saccharomyces_cerevisiae_S288c	SUPERKILLER_PROTEIN_3
2642	GL50803_23930	3edvA	3EDV	A	0.695	3.16	0.099	0.8111	-3.19	0.386647	0.36	0.12	14.7	3.6	397	397	390	0	7	397	323	323	Homo_sapiens	Spectrin_beta_chain,_brain_1
2643	GL50803_23934	3feyA1	3FEY	A	0.6561	2.58	0.056	0.9114	-2.02	1.17459	0.47	0.15	7.7	4.3	79	79	64	0	15	79	790	790	Homo_sapiens	Nuclear_cap-binding_protein_subunit_1
2644	GL50803_23948	4dr0A	4DR0	A	0.5831	2.77	0.077	0.925	-1.95	0.623679	0.48	0.15	6	3.7	40	40	22	4	14	40	350	350	Bacillus_subtilis	Ribonucleoside-diphosphate_reductase_subunit_beta
2645	GL50803_2401	3gjxA	3GJX	A	0.8562	2.6	0.103	0.9564	-2.44	1.3229	0.43	0.14	12.3	4.4	344	344	155	0	189	344	1073	1073	Mus_musculus	Exportin-1
2646	GL50803_2404	2dg8B	2DG8	B	0.7942	2.48	0.172	0.9532	-1.96	1.13683	0.48	0.15	9.3	4.6	171	171	141	3	27	171	193	193	Streptomyces_coelicolor_A3(2)	putative_tetR-family_transcriptional_regulatory_protein
2647	GL50803_24068	1a3sA	1A3S	A	0.7741	1.11	0.487	0.8021	-0.44	0.996703	0.66	0.13	6.2	3.8	192	192	86	5	101	192	160	160	Homo_sapiens	UBC9
2648	GL50803_24097	2ooeA	2OOE	A	0.8417	3.21	0.11	0.9676	-3.72	0.304867	0.31	0.1	16.4	3	432	432	321	5	106	432	530	530	Mus_musculus	Cleavage_stimulation_factor_77_kDa_subunit
2649	GL50803_24111	4iuwA	4IUW	A	0.8812	1.94	0.059	0.9132	-3.21	0.276362	0.35	0.12	15.9	3.2	599	599	361	6	232	599	633	633	Lactobacillus_rhamnosus	Neutral_endopeptidase
2650	GL50803_24113	3u44B	3U44	B	0.8326	2.94	0.118	0.8827	-3.12	0.285979	0.36	0.12	17.5	2.6	1159	1159	404	38	717	1159	1166	1166	Bacillus_subtilis	ATP-dependent_helicase/deoxyribonuclease_subunit_B
2651	GL50803_24126	3j2tA	3IYT	A	0.8601	3.75	0.114	0.961	-2.31	0.386316	0.44	0.14	14.1	3.8	794	794	292	25	477	794	1263	1263	Homo_sapiens	Apoptotic_protease-activating_factor_1
2652	GL50803_24133	2y35A	2Y35	A	0.7556	1.55	0.327	0.7705	-1.95	0.116619	0.48	0.15	13.5	4	902	902	400	21	481	902	1140	1140	Drosophila_melanogaster	LD22664P
2653	GL50803_24139	2x1gF	2X1G	F	0.919	2.42	0.104	0.9682	-2.43	0.494951	0.43	0.14	14.5	3.7	787	787	577	0	210	787	971	971	Drosophila_melanogaster	CADMUS
2654	GL50803_24140	1eyeA	1EYE	A	0.5224	5.66	0.097	0.87	-4.7	0.315113	0.23	0.06	17.3	2.7	223	223	128	4	91	223	280	280	Mycobacterium_tuberculosis_H37Rv	DIHYDROPTEROATE_SYNTHASE_I
2655	GL50803_24170	2irmA	2IRM	A	0.7509	2.06	0.039	1	-0.93	0.998811	0.6	0.14	4.5	2.9	51	51	40	5	6	51	358	358	Anopheles_gambiae	mitogen-activated_protein_kinase_kinase_kinase_7_interacting_protein_1
2656	GL50803_2419	2q9qB	2Q9Q	B	0.6617	3.18	0.12	0.7972	-1.67	0.616623	0.51	0.15	9.2	4.6	217	217	149	0	68	217	223	223	Homo_sapiens	GINS_complex_subunit_4
2657	GL50803_24204	4g2kA	4G2K	A	0.9617	0.4	0.07	1	-0.1	3.16707	0.7	0.12	2.6	1.9	43	43	35	0	8	43	125	125	Saccharomyces_cerevisiae	General_control_protein_GCN4,_Envelope_glycoprotein_GP2_chimera
2658	GL50803_2421	4mn8A	4MN8	A	0.8855	1.47	0.235	0.9312	0.22	1.15325	0.74	0.11	5.3	3.4	247	247	112	3	132	247	782	782	Arabidopsis_thaliana	LRR_receptor-like_serine/threonine-protein_kinase_FLS2
2659	GL50803_24211	3c2hB	3C2H	B	0.5262	3.54	0.059	0.9434	-2.23	1.06096	0.45	0.15	7.3	4.2	53	53	20	0	33	53	619	619	Caenorhabditis_elegans	Sys-1_protein
2660	GL50803_24256	1zx3A	1ZX3	A	0.8011	0.94	0.029	0.9722	-1.5	2.04103	0.53	0.15	4.9	3.2	36	36	23	2	11	36	122	122	Nitrosomonas_europaea_ATCC_19718	hypothetical_protein_NE0241
2661	GL50803_24279	4c0oA	4C0O	A	0.8399	4	0.092	0.9559	-3.55	0.330115	0.32	0.11	17.6	2.5	793	793	431	2	360	793	923	923	Homo_sapiens	TRANSPORTIN-3
2662	GL50803_24321	2w5bA	2W5B	A	0.9061	1.19	0.216	0.934	0.26	0.23406	0.75	0.1	5.5	3.5	288	288	152	8	128	288	279	279	Homo_sapiens	SERINE/THREONINE-PROTEIN_KINASE_NEK2
2663	GL50803_24330	4iuwA	4IUW	A	0.9125	1.55	0.081	0.935	-2.33	0.568577	0.44	0.14	13.5	4	615	615	315	29	271	615	633	633	Lactobacillus_rhamnosus_HN001	Neutral_endopeptidase
2664	GL50803_24362	3telA	3TEL	A	0.5329	4.11	0.059	0.8977	-2.99	0.588265	0.38	0.13	10.2	4.6	88	88	37	0	51	88	398	398	Streptococcus_pneumoniae	Cps2A,_Integral_membrane_regulatory_protein_Wzg
2665	GL50803_24372	4i3fA	4I3F	A	0.7546	1.68	0.143	0.7932	-1.28	0.486251	0.56	0.15	9.5	4.6	353	353	202	16	135	353	303	303	Cycloclasticus_sp._p1	serine_hydrolase_CCSP0084
2666	GL50803_24376	4b3fX	4B3F	X	0.8284	1.52	0.297	0.8488	-0.29	0.773621	0.68	0.12	8.8	4.6	734	734	367	40	327	734	646	646	Homo_sapiens	DNA-BINDING_PROTEIN_SMUBP-2
2667	GL50803_24400	3hx4A	3HX4	A	0.7425	2.26	0.176	0.785	-3.34	0.299065	0.34	0.12	16.1	3.1	572	572	386	12	174	572	508	508	Toxoplasma_gondii	Calmodulin-domain_protein_kinase_1
2668	GL50803_24423	4c0oA	4C0O	A	0.9029	2.29	0.079	0.9455	-2.14	0.287819	0.46	0.15	14	3.9	880	880	734	2	144	880	923	923	Homo_sapiens	TRANSPORTIN-3
2669	GL50803_24425	3vwaA	3VWA	A	0.7932	3.78	0.08	0.9351	-2.46	0.361718	0.43	0.14	13.2	4.1	478	478	314	13	151	478	560	560	Saccharomyces_cerevisiae_S288c	Cytoplasmic_export_protein_1
2670	GL50803_24451	1ii4A	1II4	A	0.9148	1.01	0.15	0.9568	0.58	0.932639	0.79	0.09	3.5	2.4	139	139	52	15	72	139	155	155	Homo_sapiens	HEPARIN-BINDING_GROWTH_FACTOR_2
2671	GL50803_24452	4k1pA1	4K1P	A	0.8498	2.12	0.071	0.9404	-1.61	1.1829	0.52	0.15	9.3	4.6	235	235	223	0	12	235	360	360	Bacillus_cereus	NheA
2672	GL50803_24453	1xg7A	1XG7	A	0.7227	2.9	0.137	0.8346	-2.96	0.666783	0.38	0.13	13	4.2	272	272	158	2	112	272	250	250	Pyrococcus_furiosus_DSM_3638	hypothetical_protein
2673	GL50803_24471	4elnA1	4ELN	A	0.7002	2.35	0.15	0.8355	-2.93	0.773754	0.38	0.13	11.4	4.5	152	152	84	0	68	152	316	316	Xanthomonas_citri_pv._citri	Type_III_effector_XopAI
2674	GL50803_24485	3chnS	3CHN	S	0.8854	2.83	0.087	1	-2.12	0.649012	0.46	0.15	11.7	4.5	381	381	65	0	316	381	585	585	Homo_sapiens	Secretory_component
2675	GL50803_24488	1xteA	1XTE	A	0.5926	1.01	0.164	0.6138	-2.55	0.256718	0.42	0.14	11	4.6	189	189	92	9	88	189	154	154	Mus_musculus	Serine/threonine-protein_kinase_Sgk3
2676	GL50803_24505	2cse1	2CSE	1	0.8505	3.63	0.147	0.9263	-3.32	0.549494	0.34	0.12	18.1	2.4	1167	1167	145	24	998	1167	1267	1267	Mammalian_orthoreovirus_1_Lang	Minor_core_protein_lambda_3
2677	GL50803_24512	2gy5A	2GY5	A	0.654	3.74	0.126	0.8271	-2.03	0.650673	0.47	0.15	10.6	4.6	266	266	33	0	233	266	423	423	Homo_sapiens	Angiopoietin-1_receptor
2678	GL50803_24519	2kj9A	2KJ9	A	0.5789	2.37	0.073	0.8889	-2.1	1.19158	0.47	0.15	6.6	4	45	45	24	2	19	45	118	118	Pectobacterium_atrosepticum	Integrase
2679	GL50803_2452	1vllA	1VLL	A	0.9535	0.72	0.332	0.9637	1.78	0.535	0.97	0.05	2.8	2.1	331	331	185	8	138	331	334	334	Archaeoglobus_fulgidus	alanine_dehydrogenase
2680	GL50803_24528	3we0A	3WE0	A	0.8825	2.3	0.096	0.9505	-4.21	0.327561	0.27	0.08	17.6	2.6	404	404	189	4	211	404	580	580	Pseudomonas_sp.	L-amino_acid_oxidase/monooxygenase
2681	GL50803_24537	2ooeA	2OOE	A	0.9513	1.92	0.082	0.9981	-1.76	0.545469	0.5	0.15	11.6	4.5	515	515	505	0	10	515	530	530	Mus_musculus	Cleavage_stimulation_factor_77_kDa_subunit
2682	GL50803_24555	3gjxA	3GJX	A	0.8506	2.69	0.136	0.8947	-3.26	0.31581	0.35	0.12	17.8	2.5	1102	1102	337	24	741	1102	1073	1073	Mus_musculus	Exportin-1
2683	GL50803_24584	3ck9B	3CK9	B	0.8498	1.76	0.079	0.8796	-4.18	0.479792	0.27	0.08	18.2	2.3	515	515	236	3	276	515	527	527	Bacteroides_thetaiotaomicron_VPI-5482	SusD
2684	GL50803_2460	3f4mA	3F4M	A	0.7584	1.95	0.073	0.9268	-0.8	1.12012	0.61	0.14	3.8	2.6	41	41	30	0	11	41	161	161	Homo_sapiens	Tumor_necrosis_factor,_alpha-induced_protein_8-like_protein_2
2685	GL50803_2461	4k6jA	4K6J	A	0.8415	3.11	0.082	0.9473	-3.7	0.440845	0.31	0.1	16.6	2.9	474	474	291	2	181	474	568	568	Homo_sapiens	Wings_apart-like_protein_homolog
2686	GL50803_24636	1sxjB	1SXJ	B	0.9612	0.81	0.339	0.9751	1.32	0	0.9	0.06	3.6	2.5	321	321	217	7	97	321	323	323	Saccharomyces_cerevisiae	Activator_1_37_kDa_subunit
2687	GL50803_24662	3vwaA	3VWA	A	0.8608	2.45	0.105	0.9257	-2.2	0.589963	0.45	0.15	12.8	4.2	525	525	274	6	245	525	560	560	Saccharomyces_cerevisiae	Cytoplasmic_export_protein_1
2688	GL50803_24695	2x19B	2X19	B	0.9057	2.65	0.087	0.9672	-3.59	0.323889	0.32	0.11	17.9	2.5	823	823	405	3	415	823	963	963	Homo_sapiens	IMPORTIN-13
2689	GL50803_24701	2f6hX2	2F6H	X	0.6826	2.09	0.061	0.9851	-2.08	1.46117	0.47	0.15	7.5	4.3	67	67	37	2	28	67	419	419	Saccharomyces_cerevisiae	Myosin-2
2690	GL50803_24781	2amlA	2AML	A	0.7436	1.35	0.1	0.9756	-1.64	0.265	0.51	0.15	5.5	3.5	41	41	34	0	7	41	373	373	Listeria_monocytogenes_serotype_4b_str._F2365	SIS_domain_protein
2691	GL50803_24809	1iduA	1IDU	A	0.662	2.81	0.026	0.9737	-2.8	0.487262	0.39	0.13	9.4	4.6	76	76	51	0	25	76	609	609	Curvularia_inaequalis	VANADIUM_CHLOROPEROXIDASE
2692	GL50803_24837	2w85A	2W85	A	0.624	2.15	0.135	1	-1.31	0.921251	0.55	0.15	4.6	3	37	37	18	1	18	37	70	70	Homo_sapiens	PEROXISOMAL_MEMBRANE_ANCHOR_PROTEIN_PEX14
2693	GL50803_24860	3w3tA	3W3T	A	0.8875	2.84	0.073	0.9735	-3.27	0.809479	0.35	0.12	15.5	3.3	491	491	260	19	212	491	1078	1078	Saccharomyces_cerevisiae	Importin_subunit_beta-3
2694	GL50803_24861	2cse1	2CSE	1	0.9099	1.41	0.132	0.9223	-1.3	0.558591	0.55	0.15	12.8	4.2	1300	1300	215	41	1044	1300	1267	1267	Mammalian_orthoreovirus_1_Lang	Minor_core_protein_lambda_3
2695	GL50803_24891	4acrA	4ACR	A	0.6555	3.55	0.025	0.9106	-2.3	1.08364	0.44	0.14	9.4	4.6	123	123	93	0	30	123	478	478	Homo_sapiens	GLYPICAN-1
2696	GL50803_24946	1t33A	1T33	A	0.8457	1.96	0.097	0.9423	-2.83	1.03778	0.39	0.13	12	4.4	208	208	153	0	55	208	224	224	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2	putative_transcriptional_repressor_(TetR/AcrR_family)
2697	GL50803_24947	3ggzD	3GGZ	D	0.7244	3.19	0.145	0.9	-1.56	1.08632	0.52	0.15	8.7	4.5	190	190	170	0	20	190	193	193	Saccharomyces_cerevisiae	Increased_sodium_tolerance_protein_1
2698	GL50803_24979	4kx7A	4KX7	A	0.826	2.56	0.087	0.9249	-2.67	1.00432	0.41	0.14	12.9	4.2	346	346	252	11	83	346	888	888	Homo_sapiens	Glutamyl_aminopeptidase
2699	GL50803_24980	3a6pA1	3A6P	A	0.8189	2.33	0.105	0.875	-2.81	0.595584	0.39	0.13	14.4	3.7	520	520	257	2	261	520	1204	1204	Homo_sapiens	Exportin-5
2700	GL50803_24985	3chnS	3CHN	S	0.8049	3.72	0.095	0.9238	-2.68	0.381754	0.41	0.14	14.4	3.7	604	604	125	2	477	604	585	585	Homo_sapiens	Secretory_component
2701	GL50803_25011	2qfjB	2QFJ	B	0.9301	0.72	0.15	0.9474	0.78	1.25649	0.82	0.08	3.7	2.5	190	190	124	1	65	190	216	216	Homo_sapiens	FBP-interacting_repressor
2702	GL50803_2503	1fewA	1FEW	A	0.7004	1.98	0.068	0.9773	-1.91	0.541088	0.49	0.15	6.2	3.8	44	44	26	3	15	44	184	184	Homo_sapiens	SECOND_MITOCHONDRIA-DERIVED_ACTIVATOR_OF_CASPASES
2703	GL50803_25032	4jzaA	4JZA	A	0.766	2.76	0.18	0.95	-2.46	0.947029	0.43	0.14	10.1	4.6	140	140	76	0	64	140	825	825	Legionella_longbeachae_NSW150	Uncharacterized_protein
2704	GL50803_25035	1larA	1LAR	A	0.6261	2.36	0.159	0.6595	-3.44	0.108701	0.33	0.11	16.6	2.9	608	608	340	1	267	608	575	575	Homo_sapiens	PROTEIN_(LAR)
